source,target,weight,tag
b2511,t_chick-lit,285,chick-lit
b2286,t_classic,285,classic
b7383,t_redwall,285,redwall
b701,t_feminism,285,feminism
b4293,t_paranormal-romance,285,paranormal-romance
b673,t_feminism,285,feminism
b3649,t_erotica,285,erotica
b6595,t_fantasy,285,fantasy
b7573,t_science-fiction,284,science-fiction
b968,t_biography,284,biography
b8618,t_biography,284,biography
b6493,t_alpha-male,284,alpha-male
b6493,t_contemporary-romance,284,contemporary-romance
b773,t_romance,284,romance
b1352,t_fantasy,284,fantasy
b8286,t_cookbooks,284,cookbooks
b1893,t_bdsm,284,bdsm
b7204,t_classics,284,classics
b7148,t_magic,284,magic
b3083,t_romance,284,romance
b2178,t_college-romance,284,college-romance
b2441,t_politics,284,politics
b9309,t_historical-fiction,284,historical-fiction
b8903,t_investing,284,investing
b2887,t_witches,284,witches
b7658,t_romance,284,romance
b7979,t_biography,284,biography
b6390,t_philosophy,284,philosophy
b9393,t_science-fiction,284,science-fiction
b7991,t_crime,284,crime
b6963,t_religious,284,religious
b8329,t_non-fiction,284,non-fiction
b99,t_romance,284,romance
b4127,t_crime,284,crime
b9083,t_non-fiction,284,non-fiction
b5826,t_africa,284,africa
b606,t_spirituality,284,spirituality
b4456,t_paranormal,284,paranormal
b1269,t_history,284,history
b5698,t_non-fiction,284,non-fiction
b481,t_high-fantasy,284,high-fantasy
b2927,t_romance,284,romance
b7976,t_j-d-robb,284,j-d-robb
b4024,t_science-fiction,284,science-fiction
b5541,t_dystopian,284,dystopian
b8110,t_contemporary-romance,284,contemporary-romance
b3491,t_memoir,284,memoir
b8244,t_fantasy,284,fantasy
b5662,t_romance,284,romance
b4694,t_memoir,284,memoir
b4527,t_non-fiction,284,non-fiction
b4099,t_non-fiction,284,non-fiction
b1277,t_christianity,284,christianity
b9326,t_sports,284,sports
b2391,t_adventure,284,adventure
b802,t_vampire,284,vampire
b3314,t_sci-fi,284,sci-fi
b327,t_post-apocalyptic,284,post-apocalyptic
b5223,t_romance,283,romance
b4537,t_drama,283,drama
b1425,t_supernatural,283,supernatural
b7068,t_classics,283,classics
b4532,t_historical,283,historical
b6905,t_feminism,283,feminism
b2444,t_nonfiction,283,nonfiction
b1926,t_nonfiction,283,nonfiction
b5760,t_dark-hunter,283,dark-hunter
b3979,t_thriller,283,thriller
b2280,t_glbt,283,glbt
b727,t_classics,283,classics
b7348,t_mystery,283,mystery
b3319,t_mystery,283,mystery
b2150,t_thriller,283,thriller
b791,t_mystery,283,mystery
b5751,t_chick-lit,283,chick-lit
b1734,t_biography,283,biography
b1358,t_crime,283,crime
b6970,t_historical,283,historical
b448,t_spiritual,283,spiritual
b5755,t_faeries,283,faeries
b3078,t_fantasy,283,fantasy
b8958,t_romance,283,romance
b8206,t_romance,283,romance
b347,t_magic,283,magic
b1134,t_contemporary-romance,283,contemporary-romance
b4338,t_romance,283,romance
b5037,t_historical-fiction,283,historical-fiction
b4423,t_romantic-suspense,283,romantic-suspense
b1046,t_comedy,283,comedy
b7299,t_graphic-novels,283,graphic-novels
b7131,t_non-fiction,283,non-fiction
b3727,t_sci-fi,283,sci-fi
b1811,t_humor,283,humor
b710,t_biography,283,biography
b2910,t_nonfiction,283,nonfiction
b1183,t_comics,282,comics
b1290,t_sci-fi,282,sci-fi
b5165,t_historical-fiction,282,historical-fiction
b383,t_biography,282,biography
b5693,t_non-fiction,282,non-fiction
b523,t_military,282,military
b7362,t_romance,282,romance
b1692,t_nonfiction,282,nonfiction
b580,t_history,282,history
b3711,t_adventure,282,adventure
b8659,t_travel,282,travel
b4163,t_biography,282,biography
b4163,t_christian,282,christian
b2175,t_biographies,282,biographies
b7550,t_non-fiction,282,non-fiction
b7921,t_science-fiction,282,science-fiction
b3618,t_memoirs,282,memoirs
b130,t_20th-century,282,20th-century
b382,t_humor,282,humor
b7183,t_historical,282,historical
b913,t_non-fiction,282,non-fiction
b5688,t_historical-fiction,282,historical-fiction
b753,t_fantasy,282,fantasy
b2900,t_science-fiction,282,science-fiction
b3322,t_historical,282,historical
b3347,t_magic,282,magic
b524,t_non-fiction,282,non-fiction
b3113,t_romance,282,romance
b7217,t_graphic-novels,282,graphic-novels
b260,t_classics,282,classics
b3563,t_magic,282,magic
b56,t_romance,282,romance
b6302,t_classic,282,classic
b149,t_drama,282,drama
b1008,t_lorien-legacies,282,lorien-legacies
b6776,t_dragonlance,282,dragonlance
b5893,t_mystery,282,mystery
b4805,t_fantasy,282,fantasy
b5742,t_romance,282,romance
b477,t_mystery-thriller,282,mystery-thriller
b4234,t_ghosts,282,ghosts
b274,t_mafia,282,mafia
b1533,t_supernatural,282,supernatural
b1751,t_contemporary-romance,282,contemporary-romance
b2987,t_demons,282,demons
b495,t_biography,282,biography
b3746,t_historical,282,historical
b5811,t_fantasy,282,fantasy
b2182,t_romance,282,romance
b4060,t_aliens,282,aliens
b3267,t_crime,282,crime
b3617,t_paranormal,282,paranormal
b3441,t_urban-fantasy,282,urban-fantasy
b6849,t_romance,282,romance
b968,t_history,282,history
b1839,t_biography,281,biography
b749,t_holocaust,281,holocaust
b2724,t_war,281,war
b1115,t_true-crime,281,true-crime
b5663,t_feminism,281,feminism
b7166,t_romance,281,romance
b3864,t_manga,281,manga
b1022,t_throne-of-glass,281,throne-of-glass
b8291,t_sci-fi,281,sci-fi
b4367,t_philosophy,281,philosophy
b5289,t_mystery,281,mystery
b251,t_fantasy,281,fantasy
b6205,t_romance,281,romance
b970,t_dystopian,281,dystopian
b6317,t_non-fiction,281,non-fiction
b3021,t_india,281,india
b7780,t_paranormal-romance,281,paranormal-romance
b5159,t_vampires,281,vampires
b9079,t_historical-fiction,281,historical-fiction
b1007,t_comedy,281,comedy
b1341,t_scifi,281,scifi
b2235,t_mysteries,281,mysteries
b4970,t_historical-fiction,281,historical-fiction
b7012,t_sci-fi,281,sci-fi
b814,t_supernatural,281,supernatural
b695,t_detective,281,detective
b8048,t_cookbooks,281,cookbooks
b2475,t_classics,281,classics
b5640,t_psychology,281,psychology
b1286,t_j-k-rowling,281,j-k-rowling
b3904,t_historical-fiction,281,historical-fiction
b4113,t_crime,281,crime
b4281,t_demons,281,demons
b711,t_adventure,281,adventure
b5769,t_sci-fi,281,sci-fi
b4004,t_politics,281,politics
b5694,t_romance,281,romance
b9458,t_graphic-novel,281,graphic-novel
b7434,t_contemporary-romance,281,contemporary-romance
b6714,t_nonfiction,281,nonfiction
b1795,t_dystopian,281,dystopian
b4329,t_zombie,281,zombie
b1219,t_abuse,281,abuse
b124,t_thriller,281,thriller
b3642,t_classic,281,classic
b7101,t_vampires,281,vampires
b4698,t_historical-fiction,281,historical-fiction
b7041,t_j-d-robb,281,j-d-robb
b3419,t_biography,281,biography
b2816,t_mythology,281,mythology
b2688,t_fantasy,281,fantasy
b9859,t_science-fiction,281,science-fiction
b334,t_alpha-male,281,alpha-male
b2225,t_humor,281,humor
b5087,t_nonfiction,280,nonfiction
b1325,t_thriller,280,thriller
b1600,t_crime,280,crime
b3733,t_nonfiction,280,nonfiction
b1520,t_sf,280,sf
b4912,t_mystery,280,mystery
b5338,t_science-fiction,280,science-fiction
b2764,t_romance,280,romance
b2009,t_thriller,280,thriller
b9593,t_fantasy,280,fantasy
b1062,t_romance,280,romance
b3694,t_christian,280,christian
b3262,t_thriller,280,thriller
b266,t_suspense,280,suspense
b6016,t_romance,280,romance
b4224,t_mc,280,mc
b8496,t_chick-lit,280,chick-lit
b8666,t_africa,280,africa
b1522,t_ireland,280,ireland
b9135,t_paranormal,280,paranormal
b392,t_graphic-novel,280,graphic-novel
b2297,t_drama,280,drama
b4974,t_russian,280,russian
b9052,t_paranormal-romance,280,paranormal-romance
b292,t_magic,280,magic
b9759,t_memoir,280,memoir
b8122,t_historical-fiction,280,historical-fiction
b350,t_nonfiction,280,nonfiction
b149,t_fantasy,280,fantasy
b329,t_memoirs,280,memoirs
b2523,t_animals,280,animals
b1683,t_business,280,business
b4166,t_war,280,war
b1813,t_chick-lit,280,chick-lit
b4099,t_music,280,music
b9339,t_christian-fiction,280,christian-fiction
b2255,t_mental-health,280,mental-health
b2724,t_japan,280,japan
b605,t_memoirs,280,memoirs
b1300,t_holocaust,280,holocaust
b8996,t_war,279,war
b3382,t_vampires,279,vampires
b3805,t_mysteries,279,mysteries
b2423,t_fantasy,279,fantasy
b1410,t_detective,279,detective
b4863,t_thriller,279,thriller
b9527,t_science-fiction,279,science-fiction
b2898,t_science-fiction,279,science-fiction
b4511,t_graphic-novels,279,graphic-novels
b6587,t_lgbt,279,lgbt
b1391,t_adventure,279,adventure
b3326,t_fantasy,279,fantasy
b1965,t_dystopia,279,dystopia
b4246,t_dystopian,279,dystopian
b7890,t_chick-lit,279,chick-lit
b3046,t_cooking,279,cooking
b2609,t_mystery,279,mystery
b2986,t_vampire,279,vampire
b1407,t_thriller,279,thriller
b382,t_coming-of-age,279,coming-of-age
b4751,t_dystopian,279,dystopian
b598,t_sci-fi-fantasy,279,sci-fi-fantasy
b2065,t_historical-fiction,279,historical-fiction
b903,t_classic,279,classic
b222,t_action,279,action
b1946,t_romance,279,romance
b274,t_classic,279,classic
b6489,t_fantasy,279,fantasy
b5564,t_thriller,279,thriller
b8093,t_horror,279,horror
b680,t_finance,279,finance
b2229,t_nonfiction,279,nonfiction
b5794,t_history,279,history
b3117,t_magic,279,magic
b3803,t_thriller,279,thriller
b811,t_suspense,279,suspense
b7122,t_thriller,279,thriller
b158,t_adventure,279,adventure
b647,t_romance,279,romance
b2499,t_19th-century,279,19th-century
b5796,t_business,279,business
b2576,t_contemporary-romance,279,contemporary-romance
b6873,t_redwall,279,redwall
b4805,t_demons,279,demons
b4983,t_classics,279,classics
b1777,t_non-fiction,279,non-fiction
b752,t_sarah-j-maas,279,sarah-j-maas
b767,t_animals,279,animals
b9383,t_historical-fiction,279,historical-fiction
b1204,t_horror,279,horror
b703,t_thriller,278,thriller
b2971,t_magic,278,magic
b6575,t_christian,278,christian
b7319,t_magic,278,magic
b633,t_military,278,military
b5956,t_crime,278,crime
b9758,t_science-fiction,278,science-fiction
b3649,t_contemporary-romance,278,contemporary-romance
b6649,t_romance,278,romance
b9480,t_forgotten-realms,278,forgotten-realms
b9200,t_fantasy,278,fantasy
b3385,t_economics,278,economics
b4463,t_mystery,278,mystery
b4560,t_thriller,278,thriller
b9842,t_nonfiction,278,nonfiction
b532,t_comics-graphic-novels,278,comics-graphic-novels
b6461,t_graphic-novel,278,graphic-novel
b4733,t_classics,278,classics
b3113,t_fantasy,278,fantasy
b2734,t_magic,278,magic
b1559,t_romance,278,romance
b1862,t_fantasy,278,fantasy
b3744,t_crime,278,crime
b4880,t_non-fiction,278,non-fiction
b6863,t_classics,278,classics
b9177,t_chick-lit,278,chick-lit
b439,t_philosophy,278,philosophy
b8683,t_horror,278,horror
b1390,t_romance,278,romance
b5747,t_science-fiction,278,science-fiction
b8868,t_crime,278,crime
b9807,t_romance,278,romance
b8374,t_comics,278,comics
b2785,t_magic,278,magic
b5025,t_romance,278,romance
b5580,t_humor,278,humor
b645,t_fairy-tale,278,fairy-tale
b5809,t_history,278,history
b1007,t_memoirs,278,memoirs
b2178,t_funny,278,funny
b1006,t_biography,278,biography
b2552,t_sci-fi,278,sci-fi
b2600,t_classic,278,classic
b6380,t_fantasy,278,fantasy
b2782,t_science-fiction,278,science-fiction
b9056,t_paranormal,278,paranormal
b1724,t_paranormal-romance,278,paranormal-romance
b3850,t_sherlock-holmes,278,sherlock-holmes
b4279,t_dystopia,278,dystopia
b9928,t_historical-fiction,278,historical-fiction
b4197,t_biography,277,biography
b8573,t_romance,277,romance
b6726,t_china,277,china
b1971,t_romance,277,romance
b8926,t_nonfiction,277,nonfiction
b9316,t_christian-fiction,277,christian-fiction
b6327,t_nonfiction,277,nonfiction
b4412,t_non-fiction,277,non-fiction
b839,t_theatre,277,theatre
b884,t_supernatural,277,supernatural
b446,t_mysteries,277,mysteries
b3737,t_civil-war,277,civil-war
b1877,t_writing,277,writing
b5347,t_humor,277,humor
b4576,t_biography,277,biography
b88,t_road-trip,277,road-trip
b78,t_humor,277,humor
b2925,t_humor,277,humor
b4401,t_mysteries,277,mysteries
b313,t_romance,277,romance
b9238,t_graphic-novels,277,graphic-novels
b3084,t_sci-fi,277,sci-fi
b1205,t_sci-fi,277,sci-fi
b4905,t_thriller,277,thriller
b178,t_non-fiction,277,non-fiction
b2406,t_historical-fiction,277,historical-fiction
b553,t_thriller,277,thriller
b1314,t_philosophy,277,philosophy
b4204,t_romance,277,romance
b4898,t_historical,277,historical
b2663,t_books-about-books,277,books-about-books
b6884,t_biography,277,biography
b1542,t_chick-lit,277,chick-lit
b5711,t_memoir,277,memoir
b5110,t_fantasy,277,fantasy
b1572,t_horror,277,horror
b936,t_sci-fi,277,sci-fi
b2583,t_chick-lit,277,chick-lit
b7160,t_mythology,277,mythology
b236,t_memoir,277,memoir
b4002,t_fantasy,277,fantasy
b3243,t_scifi,277,scifi
b2312,t_scifi,276,scifi
b3377,t_russian-literature,276,russian-literature
b8256,t_j-d-robb,276,j-d-robb
b3234,t_historical-fiction,276,historical-fiction
b8078,t_horror,276,horror
b3909,t_historical-fiction,276,historical-fiction
b1957,t_coming-of-age,276,coming-of-age
b4511,t_comics,276,comics
b1868,t_fantasy,276,fantasy
b3802,t_historical-fiction,276,historical-fiction
b7834,t_paranormal,276,paranormal
b5989,t_fairy-tale,276,fairy-tale
b1296,t_sci-fi,276,sci-fi
b768,t_mystery-thriller,276,mystery-thriller
b851,t_v-c-andrews,276,v-c-andrews
b3121,t_paranormal-romance,276,paranormal-romance
b2983,t_aliens,276,aliens
b6059,t_alex-cross,276,alex-cross
b3661,t_non-fiction,276,non-fiction
b3796,t_poetry,276,poetry
b267,t_history,276,history
b2192,t_historical-fiction,276,historical-fiction
b5016,t_paranormal,276,paranormal
b3358,t_science-fiction,276,science-fiction
b7559,t_africa,276,africa
b837,t_lgbtq,276,lgbtq
b1035,t_science,276,science
b5734,t_historical-fiction,276,historical-fiction
b934,t_philosophy,276,philosophy
b4623,t_sci-fi,276,sci-fi
b2861,t_adventure,276,adventure
b448,t_self-help,276,self-help
b4199,t_christian,276,christian
b481,t_sci-fi-fantasy,276,sci-fi-fantasy
b4803,t_non-fiction,276,non-fiction
b4551,t_mystery,276,mystery
b6924,t_sci-fi,276,sci-fi
b6751,t_non-fiction,276,non-fiction
b3949,t_non-fiction,275,non-fiction
b3738,t_lords-of-the-underworld,275,lords-of-the-underworld
b952,t_romance,275,romance
b1348,t_classics,275,classics
b6190,t_classic,275,classic
b1616,t_alex-rider,275,alex-rider
b409,t_classics,275,classics
b2399,t_sword-of-truth,275,sword-of-truth
b2494,t_fantasy,275,fantasy
b2300,t_comics-graphic-novels,275,comics-graphic-novels
b6444,t_fantasy,275,fantasy
b1514,t_adventure,275,adventure
b198,t_our-shared-shelf,275,our-shared-shelf
b7778,t_non-fiction,275,non-fiction
b6923,t_jd-robb,275,jd-robb
b2693,t_space-opera,275,space-opera
b5691,t_christian-fiction,275,christian-fiction
b6271,t_historical-fiction,275,historical-fiction
b1579,t_memoir,275,memoir
b593,t_high-fantasy,275,high-fantasy
b5659,t_vampires,275,vampires
b1716,t_lorien-legacies,275,lorien-legacies
b7257,t_music,275,music
b479,t_political,275,political
b6441,t_business,275,business
b9289,t_romance,275,romance
b1450,t_magic,275,magic
b1225,t_adventure,275,adventure
b1192,t_history,275,history
b9778,t_historical-fiction,275,historical-fiction
b634,t_funny,275,funny
b59,t_friendship,275,friendship
b550,t_nutrition,275,nutrition
b6964,t_paranormal,275,paranormal
b7554,t_fantasy,275,fantasy
b720,t_fantasy,275,fantasy
b5124,t_fantasy,275,fantasy
b1627,t_romance,275,romance
b6521,t_historical-fiction,275,historical-fiction
b2038,t_blue-bloods,275,blue-bloods
b764,t_romance,275,romance
b5712,t_romance,275,romance
b5473,t_paranormal,275,paranormal
b1858,t_crime,275,crime
b2291,t_magic,275,magic
b5829,t_crime,274,crime
b6465,t_sci-fi,274,sci-fi
b3897,t_graphic-novels,274,graphic-novels
b2629,t_high-fantasy,274,high-fantasy
b6279,t_adventure,274,adventure
b1167,t_philosophy,274,philosophy
b1216,t_historical,274,historical
b5085,t_paranormal,274,paranormal
b3859,t_fantasy,274,fantasy
b5684,t_paranormal-romance,274,paranormal-romance
b778,t_french-literature,274,french-literature
b4488,t_sci-fi,274,sci-fi
b7101,t_romance,274,romance
b6478,t_fantasy,274,fantasy
b2841,t_space,274,space
b7868,t_mystery,274,mystery
b1427,t_paranormal,274,paranormal
b453,t_war,274,war
b5302,t_crime,274,crime
b1682,t_magic,274,magic
b8293,t_friends-to-lovers,274,friends-to-lovers
b603,t_magic,274,magic
b7574,t_j-d-robb,274,j-d-robb
b8737,t_non-fiction,274,non-fiction
b3140,t_christian,274,christian
b7735,t_crime,274,crime
b911,t_thriller,274,thriller
b3178,t_science-fiction,274,science-fiction
b2533,t_high-fantasy,274,high-fantasy
b1105,t_sf,274,sf
b2311,t_classics,274,classics
b4002,t_sci-fi,274,sci-fi
b3025,t_humor,274,humor
b7705,t_romance,274,romance
b2309,t_classics,274,classics
b9583,t_paranormal,274,paranormal
b5787,t_nonfiction,274,nonfiction
b5784,t_evolution,274,evolution
b6763,t_jd-robb,274,jd-robb
b6763,t_j-d-robb,274,j-d-robb
b6784,t_parenting,273,parenting
b7983,t_urban-fantasy,273,urban-fantasy
b3069,t_finance,273,finance
b8252,t_erotica,273,erotica
b3473,t_paranormal,273,paranormal
b6617,t_buddhism,273,buddhism
b1219,t_contemporary-romance,273,contemporary-romance
b2845,t_science-fiction,273,science-fiction
b3565,t_classics,273,classics
b2681,t_christianity,273,christianity
b2458,t_sword-of-truth,273,sword-of-truth
b2645,t_sword-of-truth,273,sword-of-truth
b2401,t_thriller,273,thriller
b3590,t_german,273,german
b4118,t_japan,273,japan
b5869,t_non-fiction,273,non-fiction
b1289,t_adventure,273,adventure
b8053,t_animals,273,animals
b1856,t_memoirs,273,memoirs
b3045,t_chick-lit,273,chick-lit
b4598,t_psychology,273,psychology
b9562,t_fantasy,273,fantasy
b3032,t_vampire,273,vampire
b2523,t_classics,273,classics
b5047,t_sci-fi,273,sci-fi
b5888,t_romance,273,romance
b9391,t_food,273,food
b4162,t_nonfiction,273,nonfiction
b4981,t_christianity,273,christianity
b1046,t_sociology,273,sociology
b8935,t_romance,273,romance
b6721,t_historical,273,historical
b6966,t_nonfiction,273,nonfiction
b570,t_romance,273,romance
b5518,t_non-fiction,273,non-fiction
b3357,t_thriller,273,thriller
b1031,t_travel,273,travel
b3595,t_nonfiction,273,nonfiction
b5819,t_mystery,273,mystery
b5324,t_historical-romance,273,historical-romance
b1163,t_a-series-of-unfortunate-events,273,a-series-of-unfortunate-events
b780,t_graphic-novels,273,graphic-novels
b9016,t_erotica,273,erotica
b2643,t_memoir,273,memoir
b7792,t_fairy-tales,273,fairy-tales
b454,t_animals,273,animals
b1439,t_coming-of-age,273,coming-of-age
b3528,t_true-crime,273,true-crime
b1749,t_romance,273,romance
b1670,t_nonfiction,273,nonfiction
b9122,t_paranormal-romance,273,paranormal-romance
b4302,t_memoir,273,memoir
b398,t_sociology,273,sociology
b2228,t_scifi,273,scifi
b5080,t_mystery,273,mystery
b1235,t_physics,273,physics
b2335,t_memoirs,273,memoirs
b5175,t_vampire,272,vampire
b9978,t_japan,272,japan
b6658,t_paranormal,272,paranormal
b2545,t_paranormal-romance,272,paranormal-romance
b146,t_coming-of-age,272,coming-of-age
b5295,t_paranormal-romance,272,paranormal-romance
b8909,t_fantasy,272,fantasy
b229,t_19th-century,272,19th-century
b7762,t_historical-fiction,272,historical-fiction
b1757,t_historical,272,historical
b4898,t_romance,272,romance
b8869,t_romance,272,romance
b4487,t_classics,272,classics
b4921,t_shifters,272,shifters
b8156,t_crime,272,crime
b8283,t_mystery,272,mystery
b3335,t_nonfiction,272,nonfiction
b7618,t_romance,272,romance
b1288,t_thriller,272,thriller
b8674,t_fantasy,272,fantasy
b2703,t_non-fiction,272,non-fiction
b5363,t_biography,272,biography
b5098,t_dark,272,dark
b4068,t_romance,272,romance
b5687,t_books-about-books,272,books-about-books
b9463,t_sci-fi,272,sci-fi
b798,t_classics,272,classics
b121,t_modern-classics,272,modern-classics
b7150,t_j-d-robb,272,j-d-robb
b7180,t_mystery,272,mystery
b8810,t_romance,272,romance
b1539,t_history,272,history
b5963,t_fantasy,272,fantasy
b6369,t_dragons,272,dragons
b9285,t_vampires,272,vampires
b1914,t_sf,272,sf
b2834,t_war,272,war
b1556,t_supernatural,272,supernatural
b2721,t_paranormal,272,paranormal
b8933,t_non-fiction,272,non-fiction
b1106,t_religious,272,religious
b8670,t_science-fiction,272,science-fiction
b3017,t_contemporary-romance,272,contemporary-romance
b1093,t_vampires,272,vampires
b3241,t_romance,272,romance
b6167,t_thriller,272,thriller
b4115,t_nonfiction,272,nonfiction
b9325,t_vampires,272,vampires
b3088,t_classic,271,classic
b2621,t_religion,271,religion
b1652,t_spy,271,spy
b609,t_science-fiction,271,science-fiction
b6513,t_romance,271,romance
b3375,t_horror,271,horror
b2441,t_asia,271,asia
b7362,t_lgbtq,271,lgbtq
b8113,t_fantasy,271,fantasy
b1771,t_19th-century,271,19th-century
b4092,t_romance,271,romance
b4749,t_non-fiction,271,non-fiction
b437,t_slavery,271,slavery
b992,t_vampires,271,vampires
b3672,t_science-fiction,271,science-fiction
b9406,t_christmas,271,christmas
b1597,t_africa,271,africa
b3526,t_adventure,271,adventure
b7183,t_romance,271,romance
b1830,t_the-immortals,271,the-immortals
b6192,t_thriller,271,thriller
b1671,t_lgbtqia,271,lgbtqia
b4916,t_horror,271,horror
b1357,t_christianity,271,christianity
b1351,t_adventure,271,adventure
b8517,t_science-fiction,271,science-fiction
b8232,t_non-fiction,271,non-fiction
b7003,t_science-fiction,271,science-fiction
b9997,t_history,271,history
b3320,t_art,271,art
b9996,t_magic,271,magic
b5245,t_graphic-novels,271,graphic-novels
b2719,t_adventure,271,adventure
b4129,t_historical,271,historical
b6170,t_humor,271,humor
b9007,t_vampires,271,vampires
b2116,t_adventure,271,adventure
b436,t_indian,271,indian
b1862,t_scifi,271,scifi
b598,t_magic,271,magic
b2267,t_magic,271,magic
b3031,t_paranormal,270,paranormal
b7489,t_christian-fiction,270,christian-fiction
b1024,t_historical,270,historical
b7537,t_nonfiction,270,nonfiction
b5409,t_historical-fiction,270,historical-fiction
b3970,t_vampire,270,vampire
b6916,t_historical-fiction,270,historical-fiction
b5359,t_mystery,270,mystery
b2781,t_christianity,270,christianity
b8526,t_dystopia,270,dystopia
b8504,t_classics,270,classics
b2009,t_fantasy,270,fantasy
b7878,t_caldecott,270,caldecott
b644,t_chick-lit,270,chick-lit
b7917,t_nonfiction,270,nonfiction
b7032,t_classics,270,classics
b9551,t_historical-fiction,270,historical-fiction
b859,t_epic-fantasy,270,epic-fantasy
b8365,t_mystery,270,mystery
b150,t_historical-fiction,270,historical-fiction
b516,t_historical,270,historical
b4573,t_fantasy,270,fantasy
b1067,t_crime,270,crime
b3707,t_self-help,270,self-help
b966,t_thriller,270,thriller
b9078,t_philosophy,270,philosophy
b3870,t_crime,270,crime
b7513,t_historical-fiction,270,historical-fiction
b3367,t_thriller,270,thriller
b2398,t_thriller,270,thriller
b1694,t_romance,270,romance
b4638,t_biography,270,biography
b5978,t_philosophy,270,philosophy
b5408,t_mystery,270,mystery
b3336,t_urban-fantasy,270,urban-fantasy
b8403,t_non-fiction,270,non-fiction
b4370,t_neuroscience,270,neuroscience
b2913,t_erotica,270,erotica
b6201,t_chick-lit,270,chick-lit
b2256,t_christian,270,christian
b3611,t_romance,270,romance
b4577,t_romance,270,romance
b2830,t_thriller,270,thriller
b7992,t_mystery,270,mystery
b3793,t_vampire,270,vampire
b6291,t_historical-fiction,270,historical-fiction
b1256,t_wwii,270,wwii
b6317,t_history,270,history
b1957,t_classic,269,classic
b638,t_pulitzer-prize,269,pulitzer-prize
b5065,t_thriller,269,thriller
b2440,t_india,269,india
b6624,t_paranormal,269,paranormal
b8530,t_angels,269,angels
b2739,t_feminist,269,feminist
b5154,t_music,269,music
b1656,t_memoir,269,memoir
b6594,t_japanese,269,japanese
b401,t_romance,269,romance
b5119,t_biography,269,biography
b8463,t_non-fiction,269,non-fiction
b9808,t_non-fiction,269,non-fiction
b3694,t_non-fiction,269,non-fiction
b7473,t_romance,269,romance
b851,t_mystery,269,mystery
b4409,t_romance,269,romance
b506,t_science-fiction,269,science-fiction
b4295,t_mysteries,269,mysteries
b4731,t_history,269,history
b1877,t_language,269,language
b614,t_dystopia,269,dystopia
b7131,t_memoir,269,memoir
b7250,t_anita-blake,269,anita-blake
b2852,t_japan,269,japan
b4837,t_mystery,269,mystery
b226,t_thrillers,269,thrillers
b6681,t_fantasy,269,fantasy
b3714,t_supernatural,269,supernatural
b7210,t_classics,269,classics
b1059,t_sci-fi,269,sci-fi
b5484,t_mythology,269,mythology
b5074,t_horror,269,horror
b6063,t_classics,269,classics
b7112,t_dark-hunter,269,dark-hunter
b6194,t_humor,269,humor
b250,t_family,269,family
b5226,t_nonfiction,269,nonfiction
b5049,t_fantasy,269,fantasy
b5062,t_suspense,269,suspense
b5458,t_classic,269,classic
b650,t_historical,269,historical
b3023,t_classic,269,classic
b8215,t_crime,269,crime
b4826,t_fantasy,269,fantasy
b9808,t_psychology,269,psychology
b9922,t_sci-fi,269,sci-fi
b2492,t_christian,269,christian
b8809,t_historical-fiction,269,historical-fiction
b1172,t_adventure,269,adventure
b961,t_victorian,269,victorian
b7996,t_j-d-robb,269,j-d-robb
b811,t_mystery-thriller,269,mystery-thriller
b6346,t_fantasy,269,fantasy
b4200,t_romance,269,romance
b7543,t_comics,269,comics
b3189,t_immortals-after-dark,268,immortals-after-dark
b9467,t_romance,268,romance
b6808,t_historical-fiction,268,historical-fiction
b4716,t_india,268,india
b7122,t_mystery,268,mystery
b7779,t_music,268,music
b4212,t_crime,268,crime
b1042,t_scifi,268,scifi
b6981,t_mystery,268,mystery
b5370,t_laurell-k-hamilton,268,laurell-k-hamilton
b8793,t_chick-lit,268,chick-lit
b9702,t_historical-fiction,268,historical-fiction
b3902,t_fantasy,268,fantasy
b2803,t_humor,268,humor
b3268,t_holocaust,268,holocaust
b2835,t_thriller,268,thriller
b3905,t_memoir,268,memoir
b5214,t_historical-fiction,268,historical-fiction
b1580,t_feminism,268,feminism
b746,t_sci-fi-fantasy,268,sci-fi-fantasy
b7518,t_food,268,food
b762,t_historical,268,historical
b1350,t_magic,268,magic
b1288,t_science-fiction,268,science-fiction
b7898,t_nonfiction,268,nonfiction
b44,t_love,268,love
b3241,t_magic,268,magic
b480,t_magic,268,magic
b1792,t_nigeria,268,nigeria
b8656,t_fantasy,268,fantasy
b1622,t_time-travel,268,time-travel
b1766,t_high-fantasy,268,high-fantasy
b7231,t_classics,268,classics
b503,t_sci-fi-fantasy,268,sci-fi-fantasy
b7360,t_non-fiction,268,non-fiction
b1658,t_humor,268,humor
b3993,t_chick-lit,268,chick-lit
b7085,t_funny,268,funny
b2252,t_memoirs,268,memoirs
b5872,t_classics,268,classics
b7031,t_humor,268,humor
b7575,t_mystery,268,mystery
b7650,t_mystery,268,mystery
b1578,t_thriller,268,thriller
b7086,t_philosophy,268,philosophy
b6080,t_romance,267,romance
b1186,t_theatre,267,theatre
b6960,t_contemporary-romance,267,contemporary-romance
b9093,t_graphic-novels,267,graphic-novels
b6327,t_politics,267,politics
b3376,t_caldecott,267,caldecott
b1213,t_fantasy,267,fantasy
b1937,t_sci-fi,267,sci-fi
b2805,t_paranormal,267,paranormal
b601,t_classic,267,classic
b8787,t_redwall,267,redwall
b5171,t_jd-robb,267,jd-robb
b5237,t_classics,267,classics
